0.79,1.8385e+07
-0.24,1.8394e+07
-0.61,1.8402e+07
0.26,1.8411e+07
0.24,1.842e+07
-0.65,1.8429e+07
0.14,1.8437e+07
0.84,1.8446e+07
0.24,1.8455e+07
-0.55,1.8463e+07
0.51,1.8472e+07
0.11,1.8481e+07
-0.62,1.8489e+07
0.24,1.8498e+07
0.7,1.8507e+07
0.26,1.8516e+07
-0.79,1.8524e+07
0.42,1.8533e+07
-0.07,1.8542e+07
-0.91,1.855e+07
0.16,1.8559e+07
0.59,1.8568e+07
-0.03,1.8577e+07
-0.09,1.8585e+07
0.95,1.8594e+07
-0.33,1.8603e+07
-0.73,1.8611e+07
0.22,1.862e+07
0.48,1.8629e+07
-0.35,1.8638e+07
0.15,1.8646e+07
0.88,1.8655e+07
0.09,1.8664e+07
-0.69,1.8672e+07
0.56,1.8681e+07
-0.07,1.869e+07
-0.61,1.8698e+07
-0,1.8707e+07
0.64,1.8716e+07
-0.02,1.8725e+07
-0.74,1.8733e+07
0.23,1.8742e+07
-0.4,1.8751e+07
-1.34,1.8759e+07
0.26,1.8768e+07
0.81,1.8777e+07
-0.27,1.8786e+07
0.02,1.8794e+07
0.61,1.8803e+07
-0.4,1.8812e+07
-0.65,1.882e+07
0.26,1.8829e+07
0.5,1.8838e+07
-0.2,1.8847e+07
0.24,1.8855e+07
0.78,1.8864e+07
-0.2,1.8873e+07
-0.47,1.8881e+07
0.39,1.889e+07
0.36,1.8899e+07
-0.38,1.8908e+07
0.15,1.8916e+07
0.67,1.8925e+07
0.01,1.8934e+07
-0.4,1.8942e+07
0.12,1.8951e+07
0.22,1.896e+07
-0.68,1.8968e+07
0.23,1.8977e+07
0.93,1.8986e+07
0.24,1.8995e+07
-0.52,1.9003e+07
0.62,1.9012e+07
-0.07,1.9021e+07
-0.98,1.9029e+07
0.19,1.9038e+07
0.59,1.9047e+07
-0.14,1.9056e+07
-0.28,1.9064e+07
0.97,1.9073e+07
-0.29,1.9082e+07
-0.95,1.909e+07
0.19,1.9099e+07
0.42,1.9108e+07
-0.7,1.9116e+07
0.07,1.9125e+07
0.88,1.9134e+07
-0.08,1.9143e+07
-0.71,1.9151e+07
0.4,1.916e+07
0.06,1.9169e+07
-0.75,1.9177e+07
0.24,1.9186e+07
0.62,1.9195e+07
0.22,1.9204e+07
-0.68,1.9212e+07
0.44,1.9221e+07
-0.01,1.923e+07
-1.06,1.9238e+07
0.39,1.9247e+07
0.54,1.9256e+07
0.04,1.9265e+07
-0.4,1.9273e+07
0.54,1.9282e+07
-0.03,1.9291e+07
-1.32,1.9299e+07
0.06,1.9308e+07
0.78,1.9317e+07
-0.64,1.9326e+07
-0.04,1.9334e+07
0.83,1.9343e+07
-0.47,1.9352e+07
-0.6,1.936e+07
0.34,1.9369e+07
0.62,1.9378e+07
-0.29,1.9387e+07
0.12,1.9395e+07
0.86,1.9404e+07
0.17,1.9413e+07
-0.79,1.9421e+07
0.37,1.943e+07
0.33,1.9439e+07
-0.55,1.9448e+07
0.47,1.9456e+07
0.97,1.9465e+07
-0.03,1.9474e+07
-0.47,1.9483e+07
0.35,1.9491e+07
0.04,1.95e+07
-0.74,1.9509e+07
0.38,1.9517e+07
0.73,1.9526e+07
-0.21,1.9535e+07
-0.43,1.9543e+07
0.47,1.9552e+07
-0.27,1.9561e+07
-0.85,1.957e+07
0.09,1.9578e+07
0.43,1.9587e+07
-0.34,1.9596e+07
-0.06,1.9604e+07
0.89,1.9613e+07
-0.08,1.9622e+07
-0.69,1.963e+07
0.18,1.9639e+07
0.2,1.9648e+07
-0.4,1.9657e+07
0.23,1.9665e+07
0.81,1.9674e+07
-0.03,1.9683e+07
-0.78,1.9691e+07
0.18,1.97e+07
-0.26,1.9709e+07
-0.74,1.9718e+07
0.18,1.9726e+07
0.68,1.9735e+07
0.22,1.9744e+07
-0.27,1.9752e+07
0.49,1.9761e+07
-0.1,1.977e+07
-0.45,1.9779e+07
0.22,1.9787e+07
0.67,1.9796e+07
0.04,1.9805e+07
-0.49,1.9813e+07
0.7,1.9822e+07
0.02,1.9831e+07
-0.82,1.984e+07
0.04,1.9848e+07
0.95,1.9857e+07
-0.11,1.9866e+07
-0.06,1.9874e+07
1.08,1.9883e+07
0.06,1.9892e+07
-0.77,1.9901e+07
0.5,1.9909e+07
0.61,1.9918e+07
-0.27,1.9927e+07
0.39,1.9935e+07
0.94,1.9944e+07
0.75,1.9953e+07
0.37,1.9962e+07
1.65,1.997e+07
1.53,1.9979e+07
-0.04,1.9988e+07
0.94,1.9996e+07
1.49,2.0005e+07
0.51,2.0014e+07
0.79,2.0023e+07
0.86,2.0031e+07
-0.25,2.004e+07
-1.28,2.0049e+07
0.21,2.0057e+07
