Time Diff, Data, meas
8502,194,REVCNT
8505,2364,RPM
8505,0,TPS
8506,109,MAP
8527,196,REVCNT
8530,2449,RPM
8531,0,TPS
8531,109,MAP
8550,197,REVCNT
8553,2402,RPM
8553,0,TPS
8560,108,MAP
8580,486,ACC1X
8583,540,ACC1Y
8584,637,ACC1Z
8584,0,CHIP1T
8600,198,REVCNT
8603,2361,RPM
8604,0,TPS
8604,109,MAP
8623,199,REVCNT
8626,2347,RPM
8626,0,TPS
8627,109,MAP
8648,201,REVCNT
8651,2317,RPM
8652,0,TPS
8653,109,MAP
8671,202,REVCNT
8674,2312,RPM
8674,0,TPS
8675,108,MAP
8694,497,ACC1X
8697,517,ACC1Y
8698,639,ACC1Z
8698,0,CHIP1T
8716,203,REVCNT
8718,2277,RPM
8719,0,TPS
8720,109,MAP
8737,204,REVCNT
8740,2266,RPM
8741,0,TPS
8741,109,MAP
8764,205,REVCNT
8771,2284,RPM
8771,0,TPS
8772,109,MAP
8790,206,REVCNT
8793,2420,RPM
8794,0,TPS
8794,109,MAP
8813,468,ACC1X
8816,566,ACC1Y
8817,601,ACC1Z
8818,0,CHIP1T
8835,207,REVCNT
8838,2424,RPM
8838,0,TPS
8839,109,MAP
8856,209,REVCNT
8859,2340,RPM
8860,0,TPS
8860,108,MAP
8883,210,REVCNT
8886,2375,RPM
8887,0,TPS
8887,109,MAP
8905,211,REVCNT
8908,2466,RPM
8909,0,TPS
8909,109,MAP
8929,485,ACC1X
8932,516,ACC1Y
8933,685,ACC1Z
8933,0,CHIP1T
8950,212,REVCNT
8953,2539,RPM
8953,0,TPS
8954,109,MAP
8978,213,REVCNT
8981,2515,RPM
8981,0,TPS
8982,109,MAP
9005,215,REVCNT
9008,2409,RPM
9008,0,TPS
9009,108,MAP
9026,216,REVCNT
9029,2376,RPM
9030,0,TPS
9030,109,MAP
9051,514,ACC1X
9054,494,ACC1Y
9054,596,ACC1Z
9055,0,CHIP1T
9071,217,REVCNT
9074,2331,RPM
9075,0,TPS
9075,109,MAP
9093,218,REVCNT
9096,2319,RPM
9097,0,TPS
9098,108,MAP
9119,220,REVCNT
9122,2378,RPM
9123,0,TPS
9123,109,MAP
9141,221,REVCNT
9144,2403,RPM
9145,0,TPS
9146,108,MAP
9165,539,ACC1X
9168,465,ACC1Y
9168,664,ACC1Z
9174,0,CHIP1T
9190,222,REVCNT
9193,2346,RPM
9194,0,TPS
9194,108,MAP
9211,223,REVCNT
9214,2313,RPM
9216,0,TPS
9216,109,MAP
9238,224,REVCNT
9241,2356,RPM
9241,0,TPS
9242,109,MAP
9261,225,REVCNT
9264,2433,RPM
9264,0,TPS
9265,109,MAP
9284,473,ACC1X
9287,536,ACC1Y
9287,567,ACC1Z
9288,0,CHIP1T
9305,227,REVCNT
9308,2605,RPM
9309,0,TPS
9309,109,MAP
9327,227,REVCNT
9330,2605,RPM
9330,0,TPS
9331,109,MAP
9353,229,REVCNT
9356,2433,RPM
9357,0,TPS
9357,109,MAP
9375,230,REVCNT
9378,2454,RPM
9384,0,TPS
9385,109,MAP
9405,508,ACC1X
9408,534,ACC1Y
9408,568,ACC1Z
9409,0,CHIP1T
9425,231,REVCNT
9428,2366,RPM
9430,0,TPS
9430,109,MAP
9448,232,REVCNT
9451,2308,RPM
9451,0,TPS
9452,109,MAP
9474,234,REVCNT
9477,2330,RPM
9478,0,TPS
9478,109,MAP
9496,235,REVCNT
9499,2304,RPM
9499,0,TPS
9500,109,MAP
9520,487,ACC1X
9523,568,ACC1Y
9524,635,ACC1Z
9524,0,CHIP1T
9541,236,REVCNT
9544,2444,RPM
9544,0,TPS
9545,108,MAP
9563,237,REVCNT
9566,2396,RPM
9567,0,TPS
9567,109,MAP
9592,239,REVCNT
9595,2322,RPM
9596,0,TPS
9596,109,MAP
9615,240,REVCNT
9618,2388,RPM
9618,0,TPS
9619,109,MAP
9638,505,ACC1X
9641,470,ACC1Y
9643,536,ACC1Z
9643,0,CHIP1T
9660,241,REVCNT
9662,2417,RPM
9663,0,TPS
9664,109,MAP
9681,241,REVCNT
9684,2417,RPM
9684,0,TPS
9686,109,MAP
9708,243,REVCNT
9711,2341,RPM
9711,0,TPS
9712,109,MAP
9730,244,REVCNT
9733,2258,RPM
9734,0,TPS
9734,109,MAP
9754,502,ACC1X
9757,493,ACC1Y
9757,543,ACC1Z
9758,0,CHIP1T
9775,245,REVCNT
9778,2318,RPM
9778,0,TPS
9785,109,MAP
9802,246,REVCNT
9805,2476,RPM
9805,0,TPS
9806,109,MAP
9829,248,REVCNT
9832,2472,RPM
9832,0,TPS
9833,109,MAP
9850,249,REVCNT
9853,2517,RPM
9854,0,TPS
9854,109,MAP
9875,484,ACC1X
9878,509,ACC1Y
9878,673,ACC1Z
9879,0,CHIP1T
9895,250,REVCNT
9899,2513,RPM
9899,0,TPS
9900,109,MAP
9917,251,REVCNT
9920,2478,RPM
9921,0,TPS
9921,108,MAP
9944,253,REVCNT
9947,2365,RPM
9947,10,TPS
9948,109,MAP
9966,254,REVCNT
9969,2421,RPM
9969,20,TPS
9970,109,MAP
9990,484,ACC1X
9993,506,ACC1Y
9997,587,ACC1Z
9998,0,CHIP1T
10014,255,REVCNT
10017,2543,RPM
10017,20,TPS
10018,109,MAP
10036,256,REVCNT
10039,2651,RPM
10040,20,TPS
10040,109,MAP
10062,258,REVCNT
10065,2835,RPM
10066,30,TPS
10066,109,MAP
10085,260,REVCNT
10088,3139,RPM
10088,30,TPS
10089,109,MAP
10108,570,ACC1X
10112,485,ACC1Y
10113,642,ACC1Z
10114,0,CHIP1T
10130,261,REVCNT
10133,3190,RPM
10134,30,TPS
10134,109,MAP
10151,262,REVCNT
10155,3295,RPM
10156,20,TPS
10157,109,MAP
10179,265,REVCNT
10182,3743,RPM
10189,20,TPS
10189,108,MAP
10207,266,REVCNT
10211,3865,RPM
10211,20,TPS
10212,108,MAP
10231,454,ACC1X
10234,505,ACC1Y
